P= 5 ;
T= 100 ;
R= 10 ;
M= 3 ;
v= 3 ;
r=[0,1,1,1,3];
[ 10 , 10 , 10 , 10 , 100 ],];
wir =[[ 1 , 0 , 0 , 0 , 0 ],
[ 0 , 1 , 0 , 0 , 1 ],
[ 0 , 0 , 1 , 1 , 1 ],
[ 0 , 0 , 1 , 1 , 1 ],
[ 0 , 1 , 1 , 1 , 1 ],];
P= 5 ;
T= 100 ;
R= 10 ;
M= 3 ;
v= 3 ;
r=[0,3,2,4,1];
d =[[ 0 , 7 , 9 , 8 , 8 ],
[ 7 , 0 , 4 , 3 , 5 ],
[ 9 , 4 , 0 , 4 , 7 ],
[ 8 , 3 , 4 , 0 , 5 ],
[ 8 , 5 , 7 , 5 , 0 ],];
t =[[ 0 , 7 , 9 , 8 , 8 ],
[ 7 , 0 , 4 , 3 , 5 ],
[ 9 , 4 , 0 , 4 , 0 ],
[ 8 , 3 , 4 , 0 , 5 ],
[ 8 , 5 , 0 , 5 , 0 ],];
alpha =[[ 100 , 10 , 10 , 10 , 10 ],
[ 10 , 100 , 10 , 10 , 10 ],
[ 10 , 10 , 100 , 10 , 10 ],
[ 10 , 10 , 10 , 100 , 10 ],
[ 10 , 10 , 10 , 10 , 100 ],];
wir =[[ 1 , 0 , 0 , 0 , 0 ],
[ 0 , 1 , 1 , 1 , 0 ],
[ 0 , 1 , 1 , 1 , 0 ],
[ 0 , 1 , 1 , 1 , 0 ],
[ 0 , 0 , 0 , 0 , 1 ],];
P= 5 ;
T= 100 ;
R= 10 ;
M= 3 ;
v= 3 ;
r=[0,4,1,5,3];
d =[[ 0 , 12 , 7 , 8 , 6 ],
[ 12 , 0 , 7 , 6 , 8 ],
[ 7 , 7 , 0 , 3 , 5 ],
[ 8 , 6 , 3 , 0 , 5 ],
[ 6 , 8 , 5 , 5 , 0 ],];
t =[[ 0 , 12 , 7 , 8 , 6 ],
[ 12 , 0 , 7 , 6 , 8 ],
[ 7 , 7 , 0 , 3 , 5 ],
[ 8 , 6 , 3 , 0 , 0 ],
[ 6 , 8 , 5 , 0 , 0 ],];
alpha =[[ 100 , 10 , 10 , 10 , 10 ],
[ 10 , 100 , 10 , 10 , 10 ],
[ 10 , 10 , 100 , 10 , 10 ],
[ 10 , 10 , 10 , 100 , 10 ],
[ 10 , 10 , 10 , 10 , 100 ],];
wir =[[ 1 , 0 , 0 , 0 , 0 ],
[ 0 , 1 , 0 , 0 , 0 ],
[ 0 , 0 , 1 , 1 , 0 ],
[ 0 , 0 , 1 , 1 , 0 ],
[ 0 , 0 , 0 , 0 , 1 ],];
P= 5 ;
T= 100 ;
R= 10 ;
M= 3 ;
v= 3 ;
r=[0,2,1,4,5];
d =[[ 0 , 7 , 11 , 10 , 8 ],
[ 7 , 0 , 5 , 4 , 3 ],
[ 11 , 5 , 0 , 3 , 4 ],
[ 10 , 4 , 3 , 0 , 4 ],
[ 8 , 3 , 4 , 4 , 0 ],];
t =[[ 0 , 7 , 11 , 10 , 0 ],
[ 7 , 0 , 5 , 4 , 3 ],
[ 11 , 5 , 0 , 3 , 4 ],
[ 10 , 4 , 3 , 0 , 4 ],
[ 0 , 3 , 4 , 4 , 0 ],];
alpha =[[ 100 , 10 , 10 , 10 , 10 ],
[ 10 , 100 , 10 , 10 , 10 ],
[ 10 , 10 , 100 , 10 , 10 ],
[ 10 , 10 , 10 , 100 , 10 ],
[ 10 , 10 , 10 , 10 , 100 ],];
wir =[[ 1 , 0 , 0 , 0 , 0 ],
[ 0 , 1 , 0 , 1 , 1 ],
[ 0 , 0 , 1 , 1 , 1 ],
[ 0 , 1 , 1 , 1 , 1 ],
[ 0 , 1 , 1 , 1 , 1 ],];
P= 5 ;
T= 100 ;
R= 10 ;
M= 3 ;
v= 3 ;
r=[0,4,3,3,2];
d =[[ 0 , 9 , 6 , 9 , 11 ],
[ 9 , 0 , 4 , 4 , 4 ],
[ 6 , 4 , 0 , 5 , 6 ],
[ 9 , 4 , 5 , 0 , 3 ],
[ 11 , 4 , 6 , 3 , 0 ],];
t =[[ 0 , 9 , 6 , 9 , 0 ],
[ 9 , 0 , 4 , 4 , 4 ],
[ 6 , 4 , 0 , 5 , 6 ],
[ 9 , 4 , 5 , 0 , 3 ],
[ 0 , 4 , 6 , 3 , 0 ],];
alpha =[[ 100 , 10 , 10 , 10 , 10 ],
[ 10 , 100 , 10 , 10 , 10 ],
[ 10 , 10 , 100 , 10 , 10 ],
[ 10 , 10 , 10 , 100 , 10 ],
[ 10 , 10 , 10 , 10 , 100 ],];
wir =[[ 1 , 0 , 0 , 0 , 0 ],
[ 0 , 1 , 1 , 1 , 1 ],
[ 0 , 1 , 1 , 0 , 0 ],
[ 0 , 1 , 0 , 1 , 1 ],
[ 0 , 1 , 0 , 1 , 1 ],];
P= 5 ;
T= 100 ;
R= 10 ;
M= 3 ;
v= 3 ;
r=[0,5,2,5,2];
d =[[ 0 , 7 , 6 , 10 , 11 ],
[ 7 , 0 , 3 , 7 , 5 ],
[ 6 , 3 , 0 , 6 , 6 ],
[ 10 , 7 , 6 , 0 , 6 ],
[ 11 , 5 , 6 , 6 , 0 ],];
t =[[ 0 , 7 , 6 , 10 , 11 ],
[ 7 , 0 , 3 , 7 , 5 ],
[ 6 , 3 , 0 , 6 , 0 ],
[ 10 , 7 , 6 , 0 , 6 ],
[ 11 , 5 , 0 , 6 , 0 ],];
alpha =[[ 100 , 10 , 10 , 10 , 10 ],
[ 10 , 100 , 10 , 10 , 10 ],
[ 10 , 10 , 100 , 10 , 10 ],
[ 10 , 10 , 10 , 100 , 10 ],
[ 10 , 10 , 10 , 10 , 100 ],];
wir =[[ 1 , 0 , 0 , 0 , 0 ],
[ 0 , 1 , 1 , 0 , 0 ],
[ 0 , 1 , 1 , 0 , 0 ],
[ 0 , 0 , 0 , 1 , 0 ],
[ 0 , 0 , 0 , 0 , 1 ],];
P= 5 ;
T= 100 ;
R= 10 ;
M= 3 ;
v= 3 ;
r=[0,1,2,2,1];
d =[[ 0 , 9 , 8 , 11 , 10 ],
[ 9 , 0 , 4 , 6 , 8 ],
[ 8 , 4 , 0 , 5 , 6 ],
[ 11 , 6 , 5 , 0 , 6 ],
[ 10 , 8 , 6 , 6 , 0 ],];
t =[[ 0 , 9 , 8 , 11 , 10 ],
[ 9 , 0 , 4 , 6 , 0 ],
[ 8 , 4 , 0 , 5 , 6 ],
[ 11 , 6 , 5 , 0 , 6 ],
[ 10 , 0 , 6 , 6 , 0 ],];
alpha =[[ 100 , 10 , 10 , 10 , 10 ],
[ 10 , 100 , 10 , 10 , 10 ],
[ 10 , 10 , 100 , 10 , 10 ],
[ 10 , 10 , 10 , 100 , 10 ],
[ 10 , 10 , 10 , 10 , 100 ],];
wir =[[ 1 , 0 , 0 , 0 , 0 ],
[ 0 , 1 , 1 , 0 , 0 ],
[ 0 , 1 , 1 , 0 , 0 ],
[ 0 , 0 , 0 , 1 , 0 ],
[ 0 , 0 , 0 , 0 , 1 ],];
P= 5 ;
T= 100 ;
R= 10 ;
M= 3 ;
v= 3 ;
r=[0,3,4,3,5];
d =[[ 0 , 9 , 7 , 5 , 8 ],
[ 9 , 0 , 3 , 6 , 2 ],
[ 7 , 3 , 0 , 4 , 2 ],
[ 5 , 6 , 4 , 0 , 5 ],
[ 8 , 2 , 2 , 5 , 0 ],];
t =[[ 0 , 9 , 7 , 5 , 8 ],
[ 9 , 0 , 3 , 0 , 2 ],
[ 7 , 3 , 0 , 4 , 2 ],
[ 5 , 0 , 4 , 0 , 5 ],
[ 8 , 2 , 2 , 5 , 0 ],];
alpha =[[ 100 , 10 , 10 , 10 , 10 ],
[ 10 , 100 , 10 , 10 , 10 ],
[ 10 , 10 , 100 , 10 , 10 ],
[ 10 , 10 , 10 , 100 , 10 ],
[ 10 , 10 , 10 , 10 , 100 ],];
wir =[[ 1 , 0 , 0 , 0 , 0 ],
[ 0 , 1 , 1 , 0 , 1 ],
[ 0 , 1 , 1 , 1 , 1 ],
[ 0 , 0 , 1 , 1 , 0 ],
[ 0 , 1 , 1 , 0 , 1 ],];
